d_model,num_layers,num_heads,batch_size,learning_rate,train_flops,loss
64,16,16,128,0.0001,10000000000000,10.52883568719889
64,16,16,128,0.0005,10000000000000,10.518377716377993
64,16,16,128,0.001,10000000000000,10.513945189845062
64,16,16,256,0.0001,10000000000000,10.534220629816504
64,16,16,256,0.0005,10000000000000,10.54202017107082
64,16,16,256,0.001,10000000000000,10.534467507781104
64,24,2,128,0.0001,10000000000000,10.515931536848102
64,24,2,128,0.0005,10000000000000,10.519328891999086
64,24,2,128,0.001,10000000000000,10.527404417076331
64,24,2,256,0.0001,10000000000000,10.515740304470064
64,24,2,256,0.0005,10000000000000,10.499909006404875
64,24,2,256,0.001,10000000000000,10.563209940052031
64,24,4,128,0.0001,10000000000000,10.547551558081746
64,24,4,128,0.0005,10000000000000,10.521669122681477
64,24,4,128,0.001,10000000000000,10.532384249936708
64,24,4,256,0.0001,10000000000000,10.535304041194916
64,24,4,256,0.0005,10000000000000,10.519670374298096
64,24,4,256,0.001,10000000000000,10.535208906555177
64,24,8,128,0.0001,10000000000000,10.525991444433403
64,24,8,128,0.0005,10000000000000,10.52179073072464
64,24,8,128,0.001,10000000000000,10.496657093884412
64,24,8,256,0.0001,10000000000000,10.523714979839324
64,24,8,256,0.0005,10000000000000,10.558148558139802
64,24,8,256,0.001,10000000000000,10.533523142719268
64,24,16,128,0.0001,10000000000000,10.52873537484244
64,24,16,128,0.0005,10000000000000,10.518838373650649
64,24,16,128,0.001,10000000000000,10.50449568308504
64,24,16,256,0.0001,10000000000000,10.574390627479552
64,24,16,256,0.0005,10000000000000,10.525492842960356
64,24,16,256,0.001,10000000000000,10.529344470882416
128,2,2,128,0.0001,10000000000000,10.5387915593035
128,2,2,128,0.0005,10000000000000,10.544011558758966
128,2,2,128,0.001,10000000000000,10.535669413673354
128,2,2,256,0.0001,10000000000000,10.54673761367798
128,2,2,256,0.0005,10000000000000,10.549011344909667
128,2,2,256,0.001,10000000000000,10.535183725357056
128,2,4,128,0.0001,10000000000000,10.531779010859212
128,2,4,128,0.0005,10000000000000,10.539423031298044
128,2,4,128,0.001,10000000000000,10.533918441093808
128,2,4,256,0.0001,10000000000000,10.54268786920924
128,2,4,256,0.0005,10000000000000,10.55111909866333
128,2,4,256,0.001,10000000000000,10.53596872329712
128,2,8,128,0.0001,10000000000000,10.554227778604412
128,2,8,128,0.0005,10000000000000,10.52737156244937
128,2,8,128,0.001,10000000000000,10.54026277010584
128,2,8,256,0.0001,10000000000000,10.534711894989012
128,2,8,256,0.0005,10000000000000,10.536426753997803
128,2,8,256,0.001,10000000000000,10.541346521377564
128,2,16,128,0.0001,10000000000000,10.533498863034945
128,2,16,128,0.0005,10000000000000,10.533563514205206
128,2,16,128,0.001,10000000000000,10.526992537314529
128,2,16,256,0.0001,10000000000000,10.537065563201905
128,2,16,256,0.0005,10000000000000,10.543884010314942
128,2,16,256,0.001,10000000000000,10.545067043304442
128,4,2,128,0.0001,10000000000000,10.541413052652873
128,4,2,128,0.0005,10000000000000,10.530259554902983
128,4,2,128,0.001,10000000000000,10.518038904114237
128,4,2,256,0.0001,10000000000000,10.548252687454225
128,4,2,256,0.0005,10000000000000,10.542768049240111
128,4,2,256,0.001,10000000000000,10.53921851158142
128,4,4,128,0.0001,10000000000000,10.529911468445244
128,4,4,128,0.0005,10000000000000,10.534065593285725
128,4,4,128,0.001,10000000000000,10.533548121763848
128,4,4,256,0.0001,10000000000000,10.540525236129762
128,4,4,256,0.0005,10000000000000,10.52658989906311
128,4,4,256,0.001,10000000000000,10.544994945526124
128,4,8,128,0.0001,10000000000000,10.53693926453314
128,4,8,128,0.0005,10000000000000,10.533090874272736
128,4,8,128,0.001,10000000000000,10.536007301191102
128,4,8,256,0.0001,10000000000000,10.536512823104855
128,4,8,256,0.0005,10000000000000,10.54265465736389
128,4,8,256,0.001,10000000000000,10.528533258438111
128,4,16,128,0.0001,10000000000000,10.55095137872758
128,4,16,128,0.0005,10000000000000,10.541380980868558
128,4,16,128,0.001,10000000000000,10.528661165744928
128,4,16,256,0.0001,10000000000000,10.5518323135376
128,4,16,256,0.0005,10000000000000,10.544238185882568
128,4,16,256,0.001,10000000000000,10.527072772979738
128,8,2,128,0.0001,10000000000000,10.540745357355116
128,8,2,128,0.0005,10000000000000,10.52794730676651
128,8,2,128,0.001,10000000000000,10.52062022842598
128,8,2,256,0.0001,10000000000000,10.52109519958496
128,8,2,256,0.0005,10000000000000,10.539718103408816
128,8,2,256,0.001,10000000000000,10.53983494758606
128,8,4,128,0.0001,10000000000000,10.548652720473289
128,8,4,128,0.0005,10000000000000,10.551507224809647
128,8,4,128,0.001,10000000000000,10.528809062758446
128,8,4,256,0.0001,10000000000000,10.54434126853943
128,8,4,256,0.0005,10000000000000,10.54179518699646
128,8,4,256,0.001,10000000000000,10.542732019424438
128,8,8,128,0.0001,10000000000000,10.533926527137757
128,8,8,128,0.0005,10000000000000,10.533118915847778
128,8,8,128,0.001,10000000000000,10.53264043807888
128,8,8,256,0.0001,10000000000000,10.540539894104004
128,8,8,256,0.0005,10000000000000,10.544250621795657
128,8,8,256,0.001,10000000000000,10.52899465560913
128,8,16,128,0.0001,10000000000000,10.539321406002044
128,8,16,128,0.0005,10000000000000,10.52802604436493
128,8,16,128,0.001,10000000000000,10.53573563512516
128,8,16,256,0.0001,10000000000000,10.548724212646484
128,8,16,256,0.0005,10000000000000,10.53198595046997
128,8,16,256,0.001,10000000000000,10.549771060943604
128,16,2,128,0.0001,10000000000000,10.53917526802868
128,16,2,128,0.0005,10000000000000,10.54166890387595
128,16,2,128,0.001,10000000000000,10.531903664422932
128,16,2,256,0.0001,10000000000000,10.542600462433816
128,16,2,256,0.0005,10000000000000,10.54265955699825
128,16,2,256,0.001,10000000000000,10.542850497692108
128,16,4,128,0.0001,10000000000000,10.53510583026043
128,16,4,128,0.0005,10000000000000,10.541383959095883
128,16,4,128,0.001,10000000000000,10.534645312112128
128,16,4,256,0.0001,10000000000000,10.542405414115906
128,16,4,256,0.0005,10000000000000,10.54585244470501
128,16,4,256,0.001,10000000000000,10.533901401901243
128,16,8,128,0.0001,10000000000000,10.54031562279387
128,16,8,128,0.0005,10000000000000,10.541349649206971
128,16,8,128,0.001,10000000000000,10.531294490506866
128,16,8,256,0.0001,10000000000000,10.543007709630963
128,16,8,256,0.0005,10000000000000,10.548406671410635
128,16,8,256,0.001,10000000000000,10.544855818828582
128,16,16,128,0.0001,10000000000000,10.543925272824294
128,16,16,128,0.0005,10000000000000,10.543412562290465
128,16,16,128,0.001,10000000000000,10.532782882605847
128,16,16,256,0.0001,10000000000000,10.539940853648186
128,16,16,256,0.0005,10000000000000,10.545447393294335
128,16,16,256,0.001,10000000000000,10.542873104729654
128,24,2,128,0.0001,10000000000000,10.532976608276368
128,24,2,128,0.0005,10000000000000,10.546166086196898
128,24,2,128,0.001,10000000000000,10.52943389892578
128,24,2,256,0.0001,10000000000000,10.531546592712402
128,24,2,256,0.0005,10000000000000,10.542515754699709
128,24,2,256,0.001,10000000000000,10.53965950012207
128,24,4,128,0.0001,10000000000000,10.534479398727417
128,24,4,128,0.0005,10000000000000,10.53668674468994
128,24,4,128,0.001,10000000000000,10.560683736801147
128,24,4,256,0.0001,10000000000000,10.541581153869627
128,24,4,256,0.0005,10000000000000,10.534013748168944
128,24,4,256,0.001,10000000000000,10.530779838562012
128,24,8,128,0.0001,10000000000000,10.550517568588258
128,24,8,128,0.0005,10000000000000,10.544563293457031
128,24,8,128,0.001,10000000000000,10.529706325531006
128,24,8,256,0.0001,10000000000000,10.524391174316406
128,24,8,256,0.0005,10000000000000,10.550416946411133
128,24,8,256,0.001,10000000000000,10.557886123657228
128,24,16,128,0.0001,10000000000000,10.52806688308716
128,24,16,128,0.0005,10000000000000,10.546675128936768
128,24,16,128,0.001,10000000000000,10.539800024032594
128,24,16,256,0.0001,10000000000000,10.549427032470703
128,24,16,256,0.0005,10000000000000,10.540128707885742
128,24,16,256,0.001,10000000000000,10.537192344665527
256,2,2,128,0.0001,10000000000000,10.54693525314331
256,2,2,128,0.0005,10000000000000,10.52732358932495
256,2,2,128,0.001,10000000000000,10.535262546539307
256,2,2,256,0.0001,10000000000000,10.528741836547852
256,2,2,256,0.0005,10000000000000,10.535754203796388
256,2,2,256,0.001,10000000000000,10.541420936584473
256,2,4,128,0.0001,10000000000000,10.541843633651734
256,2,4,128,0.0005,10000000000000,10.541669216156007
256,2,4,128,0.001,10000000000000,10.555797920227052
256,2,4,256,0.0001,10000000000000,10.537005424499512
256,2,4,256,0.0005,10000000000000,10.53972339630127
256,2,4,256,0.001,10000000000000,10.523221015930176
256,2,8,128,0.0001,10000000000000,10.545458650588987
256,2,8,128,0.0005,10000000000000,10.53661452293396
256,2,8,128,0.001,10000000000000,10.543937520980837
256,2,8,256,0.0001,10000000000000,10.548524856567385
256,2,8,256,0.0005,10000000000000,10.53158187866211
256,2,8,256,0.001,10000000000000,10.543256759643556
256,2,16,128,0.0001,10000000000000,10.54046236038208
256,2,16,128,0.0005,10000000000000,10.532962121963502
256,2,16,128,0.001,10000000000000,10.540288753509522
256,2,16,256,0.0001,10000000000000,10.53003215789795
256,2,16,256,0.0005,10000000000000,10.546649932861328
256,2,16,256,0.001,10000000000000,10.536669731140137
256,4,2,128,0.0001,10000000000000,10.541373014450071
256,4,2,128,0.0005,10000000000000,10.539910135269166
256,4,2,128,0.001,10000000000000,10.517448987960815
256,4,2,256,0.0001,10000000000000,10.546698570251465
256,4,2,256,0.0005,10000000000000,10.539068222045898
256,4,2,256,0.001,10000000000000,10.52793312072754
256,4,4,128,0.0001,10000000000000,10.538142414093016
256,4,4,128,0.0005,10000000000000,10.534114122390749
256,4,4,128,0.001,10000000000000,10.539028844833377
256,4,4,256,0.0001,10000000000000,10.55417251586914
256,4,4,256,0.0005,10000000000000,10.535562515258787
256,4,4,256,0.001,10000000000000,10.541970252990724
256,4,8,128,0.0001,10000000000000,10.547097730636596
256,4,8,128,0.0005,10000000000000,10.5344859790802
256,4,8,128,0.001,10000000000000,10.536011505126954
256,4,8,256,0.0001,10000000000000,10.545284271240234
256,4,8,256,0.0005,10000000000000,10.542181015014648
256,4,8,256,0.001,10000000000000,10.547917366027832
256,4,16,128,0.0001,10000000000000,10.538922653198242
256,4,16,128,0.0005,10000000000000,10.536615371704102
256,4,16,128,0.001,10000000000000,10.540706748962402
256,4,16,256,0.0001,10000000000000,10.530036926269531
256,4,16,256,0.0005,10000000000000,10.53988552093506
256,4,16,256,0.001,10000000000000,10.538257598876951
256,8,2,128,0.0001,10000000000000,10.54686164855957
256,8,2,128,0.0005,10000000000000,10.550686836242676
256,8,2,128,0.001,10000000000000,10.541629791259766
256,8,2,256,0.0001,10000000000000,10.545197787666323
256,8,2,256,0.0005,10000000000000,10.545898719120023
256,8,2,256,0.001,10000000000000,10.54109944641641
256,8,4,128,0.0001,10000000000000,10.544569969177246
256,8,4,128,0.0005,10000000000000,10.532074928283691
256,8,4,128,0.001,10000000000000,10.538948059082031
256,8,4,256,0.0001,10000000000000,10.544324379062653
256,8,4,256,0.0005,10000000000000,10.53630013809204
256,8,4,256,0.001,10000000000000,10.539240260720764
256,8,8,128,0.0001,10000000000000,10.541915893554688
256,8,8,128,0.0005,10000000000000,10.535306930541992
256,8,8,128,0.001,10000000000000,10.534793853759766
256,8,8,256,0.0001,10000000000000,10.543227840764049
256,8,8,256,0.0005,10000000000000,10.539625393486022
256,8,8,256,0.001,10000000000000,10.54014464416504
256,8,16,128,0.0001,10000000000000,10.541430473327637
256,8,16,128,0.0005,10000000000000,10.541440963745115
256,8,16,128,0.001,10000000000000,10.549707412719728
256,8,16,256,0.0001,10000000000000,10.539596823900434
256,8,16,256,0.0005,10000000000000,10.53995102230358
256,8,16,256,0.001,10000000000000,10.544330249023435
256,16,2,128,0.0001,10000000000000,10.54704720043257
256,16,2,128,0.0005,10000000000000,10.541223059368138
256,16,2,128,0.001,10000000000000,10.549102607250216
256,16,2,256,0.0001,10000000000000,10.544537349863424
256,16,2,256,0.0005,10000000000000,10.538340965747834
256,16,2,256,0.001,10000000000000,10.5465925198555
256,16,4,128,0.0001,10000000000000,10.546557268524165
256,16,4,128,0.0005,10000000000000,10.533168580436698
256,16,4,128,0.001,10000000000000,10.540508143901832
256,16,4,256,0.0001,10000000000000,10.544071562290192
256,16,4,256,0.0005,10000000000000,10.53662984714508
256,16,4,256,0.001,10000000000000,10.540011863803864
256,16,8,128,0.0001,10000000000000,10.545760081119496
256,16,8,128,0.0005,10000000000000,10.540945234012604
256,16,8,128,0.001,10000000000000,10.535213395309448
256,16,8,256,0.0001,10000000000000,10.540171301650998
256,16,8,256,0.0005,10000000000000,10.539595656681058
256,16,8,256,0.001,10000000000000,10.54440564880371
256,16,16,128,0.0001,10000000000000,10.539972117744869
256,16,16,128,0.0005,10000000000000,10.53453472013474
256,16,16,128,0.001,10000000000000,10.542946027660376
256,16,16,256,0.0001,10000000000000,10.539099341695993
256,16,16,256,0.0005,10000000000000,10.533945958328248
256,16,16,256,0.001,10000000000000,10.542761625671387
256,24,2,128,0.0001,10000000000000,10.543750463838956
256,24,2,128,0.0005,10000000000000,10.543248507404332
256,24,2,128,0.001,10000000000000,10.552407628822328
256,24,2,256,0.0001,10000000000000,10.545141504354849
256,24,2,256,0.0005,10000000000000,10.537707844352722
256,24,2,256,0.001,10000000000000,10.54672100391388
256,24,4,128,0.0001,10000000000000,10.54378152313232
256,24,4,128,0.0005,10000000000000,10.53435002260208
256,24,4,128,0.001,10000000000000,10.540307052707682
256,24,4,256,0.0001,10000000000000,10.542963974380491
256,24,4,256,0.0005,10000000000000,10.53904319410324
256,24,4,256,0.001,10000000000000,10.537321459007266
256,24,8,128,0.0001,10000000000000,10.535626385116576
256,24,8,128,0.0005,10000000000000,10.53898981428147
256,24,8,128,0.001,10000000000000,10.534143136882788
256,24,8,256,0.0001,10000000000000,10.529212189769744
256,24,8,256,0.0005,10000000000000,10.537532976913454
256,24,8,256,0.001,10000000000000,10.545363168525697
256,24,16,128,0.0001,10000000000000,10.537240983217457
256,24,16,128,0.0005,10000000000000,10.54410279703142
256,24,16,128,0.001,10000000000000,10.54604267454149
256,24,16,256,0.0001,10000000000000,10.535794109552592
256,24,16,256,0.0005,10000000000000,10.538475216770172
256,24,16,256,0.001,10000000000000,10.544097421360016
512,2,2,128,0.0001,10000000000000,10.541666030883787
512,2,2,128,0.0005,10000000000000,10.538152694702148
512,2,2,128,0.001,10000000000000,10.536357879638672
512,2,2,256,0.0001,10000000000000,10.538280202293397
512,2,2,256,0.0005,10000000000000,10.539351034259791
512,2,2,256,0.001,10000000000000,10.536376760493276
512,2,4,128,0.0001,10000000000000,10.540933609008787
512,2,4,128,0.0005,10000000000000,10.53392219543457
512,2,4,128,0.001,10000000000000,10.544764518737791
512,2,4,256,0.0001,10000000000000,10.539221513652802
512,2,4,256,0.0005,10000000000000,10.5359235083704
512,2,4,256,0.001,10000000000000,10.53901384953499
512,2,8,128,0.0001,10000000000000,10.536995887756348
512,2,8,128,0.0005,10000000000000,10.533454895019531
512,2,8,128,0.001,10000000000000,10.53577995300293
512,2,8,256,0.0001,10000000000000,10.539670352869036
512,2,8,256,0.0005,10000000000000,10.537308203824995
512,2,8,256,0.001,10000000000000,10.538997718102456
512,2,16,128,0.0001,10000000000000,10.541054725646973
512,2,16,128,0.0005,10000000000000,10.540474891662598
512,2,16,128,0.001,10000000000000,10.540831565856934
512,2,16,256,0.0001,10000000000000,10.537219710234645
512,2,16,256,0.0005,10000000000000,10.541406642300606
512,2,16,256,0.001,10000000000000,10.540702457427978
512,4,2,128,0.0001,10000000000000,10.543549685797108
512,4,2,128,0.0005,10000000000000,10.53838983888626
512,4,2,128,0.001,10000000000000,10.540427191829687
512,4,2,256,0.0001,10000000000000,10.535504777526851
512,4,2,256,0.0005,10000000000000,10.534981804847716
512,4,2,256,0.001,10000000000000,10.539367645645145
512,4,4,128,0.0001,10000000000000,10.54592264160688
512,4,4,128,0.0005,10000000000000,10.534575177955624
512,4,4,128,0.001,10000000000000,10.53971607818604
512,4,4,256,0.0001,10000000000000,10.540586817264558
512,4,4,256,0.0005,10000000000000,10.538706571769715
512,4,4,256,0.001,10000000000000,10.539359589481354
512,4,8,128,0.0001,10000000000000,10.54642320625301
512,4,8,128,0.0005,10000000000000,10.5364860253334
512,4,8,128,0.001,10000000000000,10.533034868526457
512,4,8,256,0.0001,10000000000000,10.54439425983429
512,4,8,256,0.0005,10000000000000,10.534734106826782
512,4,8,256,0.001,10000000000000,10.540504125213625
512,4,16,128,0.0001,10000000000000,10.541201213073732
512,4,16,128,0.0005,10000000000000,10.533042057418822
512,4,16,128,0.001,10000000000000,10.539695135797494
512,4,16,256,0.0001,10000000000000,10.540971011161805
512,4,16,256,0.0005,10000000000000,10.534400730419158
512,4,16,256,0.001,10000000000000,10.539676306247708
512,8,2,128,0.0001,10000000000000,10.54276493624592
512,8,2,128,0.0005,10000000000000,10.543236509132386
512,8,2,128,0.001,10000000000000,10.539585470676425
512,8,2,256,0.0001,10000000000000,10.539357948303223
512,8,2,256,0.0005,10000000000000,10.54119891166687
512,8,2,256,0.001,10000000000000,10.54069324464798
512,8,4,128,0.0001,10000000000000,10.541609822830202
512,8,4,128,0.0005,10000000000000,10.526038546562194
512,8,4,128,0.001,10000000000000,10.531537456512453
512,8,4,256,0.0001,10000000000000,10.540175523757934
512,8,4,256,0.0005,10000000000000,10.531480407714843
512,8,4,256,0.001,10000000000000,10.536818692874908
512,8,8,128,0.0001,10000000000000,10.54071347810936
512,8,8,128,0.0005,10000000000000,10.536423906040191
512,8,8,128,0.001,10000000000000,10.540908098220823
512,8,8,256,0.0001,10000000000000,10.539259777069091
512,8,8,256,0.0005,10000000000000,10.538277891349791
512,8,8,256,0.001,10000000000000,10.542226954460142
512,8,16,128,0.0001,10000000000000,10.546857292392732
512,8,16,128,0.0005,10000000000000,10.538379795074464
512,8,16,128,0.001,10000000000000,10.532188065814973
512,8,16,256,0.0001,10000000000000,10.54299135465622
512,8,16,256,0.0005,10000000000000,10.536987743377686
512,8,16,256,0.001,10000000000000,10.538457141208648
512,16,2,128,0.0001,10000000000000,10.53490613670349
512,16,2,128,0.0005,10000000000000,10.543567061328888
512,16,2,128,0.001,10000000000000,10.551312132644652
512,16,2,256,0.0001,10000000000000,10.535995054244996
512,16,2,256,0.0005,10000000000000,10.542704029083252
512,16,2,256,0.001,10000000000000,10.549376916885375
512,16,4,128,0.0001,10000000000000,10.539862267684937
512,16,4,128,0.0005,10000000000000,10.544749361896516
512,16,4,128,0.001,10000000000000,10.544237295246123
512,16,4,256,0.0001,10000000000000,10.540161666870118
512,16,4,256,0.0005,10000000000000,10.544285707473756
512,16,4,256,0.001,10000000000000,10.543064308166503
512,16,8,128,0.0001,10000000000000,10.546595969104764
512,16,8,128,0.0005,10000000000000,10.54416134338379
512,16,8,128,0.001,10000000000000,10.54771601047516
512,16,8,256,0.0001,10000000000000,10.544617376327516
512,16,8,256,0.0005,10000000000000,10.54293625831604
512,16,8,256,0.001,10000000000000,10.54517448425293
512,16,16,128,0.0001,10000000000000,10.538550212955474
512,16,16,128,0.0005,10000000000000,10.542356276035306
512,16,16,128,0.001,10000000000000,10.544075998306276
512,16,16,256,0.0001,10000000000000,10.538680629730225
512,16,16,256,0.0005,10000000000000,10.540177220249175
512,16,16,256,0.001,10000000000000,10.54493951148987
512,24,2,128,0.0001,10000000000000,10.531597331428529
512,24,2,128,0.0005,10000000000000,10.53977607908249
512,24,2,128,0.001,10000000000000,10.55172480278015
512,24,2,256,0.0001,10000000000000,10.53274716243744
512,24,2,256,0.0005,10000000000000,10.539166336059573
512,24,2,256,0.001,10000000000000,10.549539213180545
512,24,4,128,0.0001,10000000000000,10.53996148300171
512,24,4,128,0.0005,10000000000000,10.545458843231202
512,24,4,128,0.001,10000000000000,10.54443970117569
512,24,4,256,0.0001,10000000000000,10.540505018234253
512,24,4,256,0.0005,10000000000000,10.544275903701784
512,24,4,256,0.001,10000000000000,10.54293419790268
512,24,8,128,0.0001,10000000000000,10.549868111801148
512,24,8,128,0.0005,10000000000000,10.544420563983918
512,24,8,128,0.001,10000000000000,10.545877318191527
512,24,8,256,0.0001,10000000000000,10.547575407028198
512,24,8,256,0.0005,10000000000000,10.543177404403686
512,24,8,256,0.001,10000000000000,10.543581981658935
512,24,16,128,0.0001,10000000000000,10.539000172042847
512,24,16,128,0.0005,10000000000000,10.540508043956756
512,24,16,128,0.001,10000000000000,10.544408546829224
512,24,16,256,0.0001,10000000000000,10.538937616348267
512,24,16,256,0.0005,10000000000000,10.539393825531006
512,24,16,256,0.001,10000000000000,10.544517491531373
1024,2,2,128,0.0001,10000000000000,10.543011592483522
1024,2,2,128,0.0005,10000000000000,10.550698268985748
1024,2,2,128,0.001,10000000000000,10.542559516525268
1024,2,2,256,0.0001,10000000000000,10.541878101730347
1024,2,2,256,0.0005,10000000000000,10.546380746936798
1024,2,2,256,0.001,10000000000000,10.541431968784332
1024,2,4,128,0.0001,10000000000000,10.546875734329223
1024,2,4,128,0.0005,10000000000000,10.534421739578248
1024,2,4,128,0.001,10000000000000,10.532190304851532
1024,2,4,256,0.0001,10000000000000,10.545810375213623
1024,2,4,256,0.0005,10000000000000,10.537352800369264
1024,2,4,256,0.001,10000000000000,10.536007032394409
1024,2,8,128,0.0001,10000000000000,10.54214864730835
1024,2,8,128,0.0005,10000000000000,10.544523601722718
1024,2,8,128,0.001,10000000000000,10.533678437137604
1024,2,8,256,0.0001,10000000000000,10.540535945892334
1024,2,8,256,0.0005,10000000000000,10.54094560623169
1024,2,8,256,0.001,10000000000000,10.535271453857424
1024,2,16,128,0.0001,10000000000000,10.551349358940124
1024,2,16,128,0.0005,10000000000000,10.546398536109924
1024,2,16,128,0.001,10000000000000,10.529298755168917
1024,2,16,256,0.0001,10000000000000,10.545958499908448
1024,2,16,256,0.0005,10000000000000,10.543094549179076
1024,2,16,256,0.001,10000000000000,10.535190758037563
1024,4,2,128,0.0001,10000000000000,10.540501136779785
1024,4,2,128,0.0005,10000000000000,10.545377557849884
1024,4,2,128,0.001,10000000000000,10.547181698989869
1024,4,2,256,0.0001,10000000000000,10.54022557258606
1024,4,2,256,0.0005,10000000000000,10.54431846437454
1024,4,2,256,0.001,10000000000000,10.54675929069519
1024,4,4,128,0.0001,10000000000000,10.5445405960083
1024,4,4,128,0.0005,10000000000000,10.540825872421264
1024,4,4,128,0.001,10000000000000,10.540920724868776
1024,4,4,256,0.0001,10000000000000,10.54408715248108
1024,4,4,256,0.0005,10000000000000,10.541344633102415
1024,4,4,256,0.001,10000000000000,10.54058183670044
1024,4,8,128,0.0001,10000000000000,10.540898790359496
1024,4,8,128,0.0005,10000000000000,10.541891261768342
1024,4,8,128,0.001,10000000000000,10.543533363342284
